idx,question,true_label,predicted_label,pred_calibrated,pred_hybrid,score_yes,score_no,score_maybe,calib_yes,calib_no,calib_maybe,text_vote,confidence_margin,generated_text,prompt_token_len,truncated
454,Does body mass index (BMI) influence morbidity and long-term survival in gastric cancer patients after gastrectomy?,maybe,no,maybe,maybe,5.807,7.0798,5.5458,1.4764000000000008,2.8759999999999994,4.6617,,1.2728,BMI influences the long-term survival of gastric cancer patients after gastrectomy.,264,False
455,Is determination between complete and incomplete traumatic spinal cord injury clinically relevant?,maybe,yes,yes,yes,9.4529,8.0612,3.1803,5.1223,3.8573999999999993,2.2962,yes,1.3918,"""Is determination of complete traumatic spinal cord injury clinically relevant?""",397,False
456,Does use of hydrophilic guidewires significantly improve technical success rates of peripheral PTA?,maybe,no,maybe,no,7.4027,8.1893,5.1593,3.0721000000000007,3.985499999999999,4.2752,no,0.7866,"""There is no significant difference in the technical success rates of PTA performed for iliac and SFA stenoses or occlusions using hydrophilic guidewires.""",310,False
457,"Are lifetime prevalence of impetigo, molluscum and herpes infection really increased in children having atopic dermatitis?",maybe,no,maybe,no,6.4714,7.9878,4.9239,2.1408000000000005,3.784,4.0398,no,1.5165,"""There is no association between childhood AD and these cutaneous infections.""",288,False
458,Can routinely collected ambulance data about assaults contribute to reduction in community violence?,maybe,no,maybe,maybe,5.7257,6.4973,4.3525,1.3951000000000002,2.2935,3.4684,,0.7716,'Can routinely collected ambulance data about assault incidents contribute to reduction in community-violence?',320,False
459,Is irritable bowel syndrome a diagnosis of exclusion?,maybe,no,no,no,5.8871,8.0019,4.5675,1.5565000000000007,3.798099999999999,3.6834,no,2.1147,"""I am not a diagnosis of exclusion.""",334,False
460,Is a patient's self-reported health-related quality of life a prognostic factor for survival in non-small-cell lung cancer patients?,maybe,yes,yes,yes,9.0439,8.7989,4.2215,4.713300000000001,4.5950999999999995,3.3373999999999997,,0.2449,"""yes.""",295,False
461,Vaginal dose assessment in image-guided brachytherapy for cervical cancer: Can we really rely on dose-point evaluation?,maybe,no,no,no,3.571,7.7192,2.8463,-0.7595999999999994,3.5153999999999996,1.9621999999999997,no,4.1482,• Dose-volume parameters in image-guided brachytherapy for cervical cancer are not reliable. • The use of PIBS points is not recommended.,352,False
462,Is there a role for endothelin-1 in the hemodynamic changes during hemodialysis?,maybe,no,maybe,maybe,5.8919,7.6868,6.5874,1.5613000000000001,3.4829999999999997,5.7033,no,1.0994,"""There is no role for endothelin-1 in the pathogenesis of hypotension and rebound hypertension during HD.""",354,False
463,Is vitamin D insufficiency or deficiency related to the development of osteochondritis dissecans?,maybe,no,no,no,6.839,7.9708,4.5817,2.508400000000001,3.7669999999999995,3.6975999999999996,no,1.1318,vitamin D insufficiency or deficiency is not a contributing etiological factor in the development of an OCD lesion?,176,False
464,Does timing of initial surfactant treatment make a difference in rates of chronic lung disease or mortality in premature infants?,maybe,no,no,no,7.7635,8.4751,4.3905,3.4329,4.271299999999999,3.5064,,0.7116,early surfactant administration is associated with less CLD and mortality but has no impact on CLD / mortality.,279,False
465,Is it Crohn's disease?,maybe,no,maybe,no,6.5417,7.4347,4.4267,2.2111,3.2309,3.5426,no,0.893,"""Sulfasalazine is not a risk factor for Crohn's disease.""",138,False
466,Do French lay people and health professionals find it acceptable to breach confidentiality to protect a patient's wife from a sexually transmitted disease?,maybe,no,no,no,7.7211,9.2523,4.7294,3.3905000000000003,5.0485,3.8453,,1.5311,"""No.""",348,False
467,Can patients be anticoagulated after intracerebral hemorrhage?,maybe,no,no,no,5.876,8.7215,4.1082,1.5454000000000008,4.5177000000000005,3.2241,yes,2.8456,"""Will anticoagulation be beneficial?""",270,False
468,Do elderly patients call 911 when presented with clinical scenarios suggestive of acute stroke?,maybe,yes,maybe,maybe,7.7154,7.3563,5.4649,3.3848000000000003,3.1525,4.5808,,0.3591,"""If you have a stroke, then you will call 911.""",311,False
469,Are opioid dependence and methadone maintenance treatment (MMT) documented in the medical record?,maybe,no,no,no,7.7559,8.2604,3.896,3.4253,4.0566,3.0119,,0.5045,"""Yes.""",273,False
470,Should chest wall irradiation be included after mastectomy and negative node breast cancer?,maybe,no,no,no,5.7192,9.6037,5.4118,1.3886000000000003,5.3999,4.5277,,3.8845,"""No.""",139,False
471,Does managed care enable more low income persons to identify a usual source of care?,maybe,no,maybe,no,6.5162,7.8151,5.0111,2.185600000000001,3.6113,4.127,no,1.2989,Managed care does not increase the likelihood of low-income persons having a usual source of care.,246,False
472,Is the cell death in mesial temporal sclerosis apoptotic?,maybe,no,no,no,6.3242,7.5561,3.2285,1.9936000000000007,3.3522999999999996,2.3444,,1.232,"""No.""",258,False
473,Does vaginal intraepithelial neoplasia have the same evolution as cervical intraepithelial neoplasia?,maybe,no,no,no,3.7233,8.3997,4.3792,-0.6072999999999995,4.195899999999999,3.4951,,4.0205,"""vaginal intraepithelial neoplasia has the same natural history as cervical intraepithelial neoplasia.""",319,False
474,Does government assistance improve utilization of eye care services by low-income individuals?,maybe,yes,yes,yes,8.5477,7.5999,4.4211,4.217100000000001,3.3960999999999997,3.537,,0.9478,"""yes.""",357,False
475,HIF1A as a major vascular endothelial growth factor regulator: do its polymorphisms have an association with age-related macular degeneration?,maybe,no,no,no,7.4526,7.9411,3.4394,3.1220000000000008,3.7372999999999994,2.5553,,0.4885,"rs1061170 (CFH), rs2679798 (MYRIP) and rs11549465 (HIF1A) are not",413,False
476,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,maybe,no,no,no,3.3072,7.6458,3.2359,-1.0233999999999996,3.442,2.3518,,4.3386,"""We need to look for a different inflammatory phenotype.""",333,False
477,Do Surrogates of Injury Severity Influence the Occurrence of Heterotopic Ossification in Fractures of the Acetabulum?,maybe,no,no,no,7.2618,8.1346,2.9599,2.9312000000000005,3.9308000000000005,2.0758,no,0.8728,"""There is no evidence that the severity of HO is influenced by the severity of injury.""",353,False
478,Does obstructive sleep apnea affect aerobic fitness?,maybe,no,no,no,7.8098,8.8264,2.7211,3.4792000000000005,4.622599999999999,1.8369999999999997,,1.0165,"""Does OSA affect aerobic fitness?""",181,False
479,30-Day and 1-year mortality in emergency general surgery laparotomies: an area of concern and need for improvement?,maybe,no,no,no,5.6758,8.23,3.907,1.3452000000000002,4.0262,3.0229,,2.5542,30-day mortality is 14-15% and 1-year mortality is 25-35%.,249,False
480,Combining process indicators to evaluate quality of care for surgical patients with colorectal cancer: are scores consistent with short-term outcome?,maybe,no,no,no,6.5023,9.2168,5.4909,2.1717000000000004,5.012999999999999,4.6068,,2.7145,composite measures based on process indicators are consistent with short-term outcome indicators.,208,False
481,Are the elderly with oropharyngeal carcinoma undertreated?,maybe,no,no,no,5.7529,8.2689,4.8015,1.4223000000000008,4.0651,3.9173999999999998,no,2.516,"""There is no evidence that elderly patients with OPSCC are receiving less treatment than younger patients.""",287,False
482,Do older patients receive adequate stroke care?,maybe,no,maybe,maybe,4.9037,7.7675,4.636,0.5731000000000002,3.5637,3.7519,,2.8638,'Do you know?'.,398,False
483,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,maybe,no,no,no,5.9025,8.2592,2.8022,1.5719000000000003,4.0554,1.9181,,2.3567,"""There is a small but real opportunity for rescue AC.""",231,False
484,Should HIV-infected patients be screened for silent myocardial ischaemia using gated myocardial perfusion SPECT?,maybe,no,maybe,maybe,6.3568,8.6705,5.4493,2.0262000000000002,4.4667,4.5652,,2.3137,"""No.""",281,False
485,Is a specialised training of phonological awareness indicated in every preschool child?,maybe,no,no,no,7.3362,8.5351,3.3777,3.0056000000000003,4.3313,2.4936,no,1.1989,"""There is no indication for a special training of phonological awareness in every preschool child.""",143,False
486,BCRABL transcript detection by quantitative real-time PCR : are correlated results possible from homebrew assays?,maybe,yes,yes,yes,8.1013,7.9415,4.144,3.7707000000000006,3.7376999999999994,3.2599,,0.1597,"""There is a strong correlation between the results of quantitative real-time PCR and TaqMan assays.""",272,False
487,Does HER2 immunoreactivity provide prognostic information in locally advanced urothelial carcinoma patients receiving adjuvant M-VEC chemotherapy?,maybe,no,maybe,maybe,7.0781,7.599,4.9551,2.7475000000000005,3.3952,4.071,,0.5209,"HER2 immunoreactivity is a significant prognostic factor for PFS and disease-specific OS in locally advanced urothelial carcinoma patients receiving surgery alone, but not for patients receiving adjuvant",271,False
488,Does the familial transmission of drinking patterns persist into young adulthood?,maybe,no,no,no,3.7899,7.1918,2.1694,-0.5406999999999997,2.9879999999999995,1.2852999999999999,no,3.4019,familial drinking patterns are transmitted to offspring during adolescence and that this transmission is not limited to the first year of life.,258,False
489,Bactericidal activity of 3 cutaneous/mucosal antiseptic solutions in the presence of interfering substances: Improvement of the NF EN 13727 European Standard?,maybe,no,no,no,5.3021,8.4532,2.9743,0.9715000000000007,4.2494000000000005,2.0902,,3.1511,"""No.""",280,False
490,Does ultrasound imaging before puncture facilitate internal jugular vein cannulation?,maybe,no,maybe,maybe,6.1329,7.0945,4.1611,1.8023000000000007,2.8907,3.277,,0.9616,ultrasound imaging before puncture facilitates internal jugular vein cannulation.,306,False
491,Can a practicing surgeon detect early lymphedema reliably?,maybe,yes,yes,yes,8.7939,7.7516,3.6113,4.463300000000001,3.5477999999999996,2.7272,,1.0423,"""Can you detect lymphedema reliably?""",191,False
492,Is perforation of the appendix a risk factor for tubal infertility and ectopic pregnancy?,maybe,no,no,no,5.7145,9.3994,2.8138,1.3839000000000006,5.1956,1.9297,no,3.6849,perforation of the appendix is not a risk factor for tubal infertility or ectopic pregnancy.,256,False
493,Does perspective-taking increase patient satisfaction in medical encounters?,maybe,yes,yes,yes,7.3886,6.9374,3.2697,3.0580000000000007,2.7336,2.3855999999999997,,0.4512,Perspective-taking improves patient satisfaction in encounters between student-clinicians and SPs.,307,False
494,Sternal fracture in growing children : A rare and often overlooked fracture?,maybe,no,no,no,4.9183,7.7868,2.6197,0.5877000000000008,3.583,1.7355999999999998,,2.8685,"""Sternal fracture in children is a rare injury.""",120,False
495,Midwives' competence: is it affected by working in a rural location?,maybe,no,no,no,4.504,8.2135,2.5938,0.1734,4.0097,1.7096999999999998,,3.7095,'Rural midwives are more competent than urban midwives'.,412,False
496,Does the severity of obstructive sleep apnea predict patients requiring high continuous positive airway pressure?,maybe,yes,yes,yes,9.4205,8.0323,4.4713,5.089900000000001,3.828499999999999,3.5872,,1.3882,"""yes.""",333,False
497,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,maybe,no,no,no,3.8417,7.1809,1.3038,-0.48889999999999967,2.9771,0.4197000000000001,,3.3392,self-efficacy mediates the relationship between transformational leadership and sleep quality.,235,False
498,Are there mental health differences between francophone and non-francophone populations in manitoba?,maybe,no,maybe,no,6.9626,8.3726,5.8118,2.6320000000000006,4.1688,4.9277,no,1.41,"""There are no differences in mental health indicators between francophones and non-francophones in Manitoba.""",294,False
499,Outcome Feedback within Emergency Medicine Training Programs: An Opportunity to Apply the Theory of Deliberate Practice?,maybe,no,no,no,7.5115,8.216,1.4308,3.1809000000000003,4.012199999999999,0.5467000000000001,,0.7044,"""We need to improve the quality of outcome feedback in EM training programs.""",314,False
